significance_rank,DE_id,DE_description,Data_type,Data_type_description,Group_id,Group_id_description,PV,PV_description,PV_count
,132238,"Date O46 first reported (antepartum haemorrhage, not elsewhere classified)",Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132239,"Source of report of O46 (antepartum haemorrhage, not elsewhere classified)",Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132240,Date O47 first reported (false labour),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132241,Source of report of O47 (false labour),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132242,Date O48 first reported (prolonged pregnancy),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132243,Source of report of O48 (prolonged pregnancy),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132244,Date O60 first reported (preterm delivery),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132245,Source of report of O60 (preterm delivery),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132246,Date O61 first reported (failed induction of labour),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132247,Source of report of O61 (failed induction of labour),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132248,Date O62 first reported (abnormalities of forces of labour),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132249,Source of report of O62 (abnormalities of forces of labour),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132250,Date O63 first reported (long labour),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132251,Source of report of O63 (long labour),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132252,Date O64 first reported (obstructed labour due to malposition and malpresentation of foetus),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132253,Source of report of O64 (obstructed labour due to malposition and malpresentation of foetus),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132254,Date O65 first reported (obstructed labour due to maternal pelvic abnormality),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132255,Source of report of O65 (obstructed labour due to maternal pelvic abnormality),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132256,Date O66 first reported (other obstructed labour),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132257,Source of report of O66 (other obstructed labour),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132258,"Date O67 first reported (labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified)",Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132259,"Source of report of O67 (labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified)",Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132260,Date O68 first reported (labour and delivery complicated by foetal stress [distress]),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132261,Source of report of O68 (labour and delivery complicated by foetal stress [distress]),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132262,Date O69 first reported (labour and delivery complicated by umbilical cord complications),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132263,Source of report of O69 (labour and delivery complicated by umbilical cord complications),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132264,Date O70 first reported (perineal laceration during delivery),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132265,Source of report of O70 (perineal laceration during delivery),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132266,Date O71 first reported (other obstetric trauma),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132267,Source of report of O71 (other obstetric trauma),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132268,Date O72 first reported (postpartum haemorrhage),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132269,Source of report of O72 (postpartum haemorrhage),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132270,"Date O73 first reported (retained placenta and membranes, without haemorrhage)",Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132271,"Source of report of O73 (retained placenta and membranes, without haemorrhage)",Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132272,Date O74 first reported (complications of anaesthesia during labour and delivery),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132273,Source of report of O74 (complications of anaesthesia during labour and delivery),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132274,"Date O75 first reported (other complications of labour and delivery, not elsewhere classified)",Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132275,"Source of report of O75 (other complications of labour and delivery, not elsewhere classified)",Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132276,Date O80 first reported (single spontaneous delivery),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132277,Source of report of O80 (single spontaneous delivery),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132278,Date O81 first reported (single delivery by forceps and vacuum extractor),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132279,Source of report of O81 (single delivery by forceps and vacuum extractor),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132280,Date O82 first reported (single delivery by caesarean section),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132281,Source of report of O82 (single delivery by caesarean section),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132282,Date O83 first reported (other assisted single delivery),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132283,Source of report of O83 (other assisted single delivery),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132284,Date O84 first reported (multiple delivery),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132285,Source of report of O84 (multiple delivery),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132286,Date O85 first reported (puerperal sepsis),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132287,Source of report of O85 (puerperal sepsis),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132288,Date O86 first reported (other puerperal infections),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132289,Source of report of O86 (other puerperal infections),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132290,Date O87 first reported (venous complications in the puerperium),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132291,Source of report of O87 (venous complications in the puerperium),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132292,Date O88 first reported (obstetric embolism),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132293,Source of report of O88 (obstetric embolism),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132294,Date O89 first reported (complications of anaesthesia during the puerperium),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132295,Source of report of O89 (complications of anaesthesia during the puerperium),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132296,"Date O90 first reported (complications of the puerperium, not elsewhere classified)",Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132297,"Source of report of O90 (complications of the puerperium, not elsewhere classified)",Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132298,Date O91 first reported (infections of breast associated with childbirth),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132299,Source of report of O91 (infections of breast associated with childbirth),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132300,Date O92 first reported (other disorders of breast and lactation associated with childbirth),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132301,Source of report of O92 (other disorders of breast and lactation associated with childbirth),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132302,"Date O94 first reported (sequelae of complication of pregnancy, childbirth and the puerperium)",Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132303,"Source of report of O94 (sequelae of complication of pregnancy, childbirth and the puerperium)",Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132304,Date O95 first reported (obstetric death of unspecified cause),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132305,Source of report of O95 (obstetric death of unspecified cause),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132306,Date O96 first reported (death from any obstetric cause occurring more than 42 days but less than one year after delivery),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132307,Source of report of O96 (death from any obstetric cause occurring more than 42 days but less than one year after delivery),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132308,Date O97 first reported (death from sequelae of direct obstetric causes),Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132309,Source of report of O97 (death from sequelae of direct obstetric causes),Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132310,"Date O98 first reported (maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium)",Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
,132311,"Source of report of O98 (maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium)",Categorical (single),"a single answer selected from a coded list or tree of mutually exclusive options, for example a yes/no choice",2415,"Pregnancy, childbirth and the puerperium",20|21|30|31|40|41|50|51,Death register only|Death register and other source(s)|Primary care only|Primary care and other source(s)|Hospital admissions data only|Hospital admissions data and other source(s)|Self-report only|Self-report and other source(s),8
,132312,"Date O99 first reported (other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium)",Date,"a calendar date, for example 14th October 2010",2415,"Pregnancy, childbirth and the puerperium",1901-01-01|1902-02-02|1903-03-03|2037-07-07,Code has event date before participant's date of birth|Code has event date matching participant's date of birth|Code has event date after participant's date of birth and falls in the same calendar year as date of birth|Code has event date in the future and is presumed to be a place-holder or other system default,4
